Iteration,Shape1,Width1,Height1,Color1,Shape2,Width2,Height2,Color2,Shape3,Width3,Height3,Color3,Shape4,Width4,Height4,Color4,Shape5,Width5,Height5,Color5,iteration
8523,Rect1,66,12,orange,Rect2,116,38,red,Rect3,114,38,red,Rect4,48,36,yellow,Rect5,306,69,blue,31
8524,Rect1,68,20,orange,Rect2,116,30,red,Rect3,116,36,red,Rect4,42,38,yellow,Rect5,300,69,blue,31
8525,Rect1,68,16,orange,Rect2,110,38,red,Rect3,114,38,red,Rect4,48,34,yellow,Rect5,306,69,blue,31
8526,Rect1,66,16,orange,Rect2,114,36,red,Rect3,114,32,red,Rect4,48,32,yellow,Rect5,302,75,blue,31
8527,Rect1,68,20,orange,Rect2,112,36,red,Rect3,114,36,red,Rect4,48,38,yellow,Rect5,302,67,blue,31
8528,Rect1,60,14,orange,Rect2,112,32,red,Rect3,110,34,red,Rect4,44,34,yellow,Rect5,304,69,blue,31
8529,Rect1,68,22,orange,Rect2,120,38,red,Rect3,112,30,red,Rect4,46,36,yellow,Rect5,308,69,blue,31
8530,Rect1,62,18,orange,Rect2,114,36,red,Rect3,114,34,red,Rect4,46,36,yellow,Rect5,300,67,blue,31
8531,Rect1,62,20,orange,Rect2,118,30,red,Rect3,112,30,red,Rect4,40,32,yellow,Rect5,306,69,blue,31
8532,Rect1,62,18,orange,Rect2,120,38,red,Rect3,114,34,red,Rect4,42,34,yellow,Rect5,302,69,blue,31
8533,Rect1,62,20,orange,Rect2,118,30,red,Rect3,112,34,red,Rect4,40,34,yellow,Rect5,302,73,blue,31
8534,Rect1,60,12,orange,Rect2,118,30,red,Rect3,112,32,red,Rect4,40,30,yellow,Rect5,304,69,blue,31
8535,Rect1,68,20,orange,Rect2,118,36,red,Rect3,114,34,red,Rect4,46,38,yellow,Rect5,308,67,blue,31
8536,Rect1,68,14,orange,Rect2,110,34,red,Rect3,112,30,red,Rect4,42,32,yellow,Rect5,302,65,blue,31
8537,Rect1,66,14,orange,Rect2,118,38,red,Rect3,120,38,red,Rect4,46,38,yellow,Rect5,304,65,blue,31
8538,Rect1,60,18,orange,Rect2,110,32,red,Rect3,118,30,red,Rect4,44,32,yellow,Rect5,306,71,blue,31
8539,Rect1,62,20,orange,Rect2,114,38,red,Rect3,120,38,red,Rect4,46,34,yellow,Rect5,308,65,blue,31
8540,Rect1,70,18,orange,Rect2,118,32,red,Rect3,112,32,red,Rect4,46,38,yellow,Rect5,306,73,blue,31
8541,Rect1,66,22,orange,Rect2,116,30,red,Rect3,116,36,red,Rect4,44,34,yellow,Rect5,306,73,blue,31
8542,Rect1,62,18,orange,Rect2,110,34,red,Rect3,114,32,red,Rect4,46,40,yellow,Rect5,302,67,blue,31
8543,Rect1,64,12,orange,Rect2,114,36,red,Rect3,110,30,red,Rect4,50,32,yellow,Rect5,308,71,blue,31
8544,Rect1,64,20,orange,Rect2,112,32,red,Rect3,118,34,red,Rect4,48,34,yellow,Rect5,306,71,blue,31
8545,Rect1,62,12,orange,Rect2,112,38,red,Rect3,120,32,red,Rect4,42,30,yellow,Rect5,304,69,blue,31
8546,Rect1,60,14,orange,Rect2,118,32,red,Rect3,114,34,red,Rect4,48,30,yellow,Rect5,306,69,blue,31
8547,Rect1,66,20,orange,Rect2,118,36,red,Rect3,110,36,red,Rect4,40,36,yellow,Rect5,300,69,blue,31
8548,Rect1,60,12,orange,Rect2,116,40,red,Rect3,120,30,red,Rect4,40,34,yellow,Rect5,306,67,blue,31
8549,Rect1,68,16,orange,Rect2,116,36,red,Rect3,120,34,red,Rect4,42,36,yellow,Rect5,300,73,blue,31
8550,Rect1,64,14,orange,Rect2,118,30,red,Rect3,114,38,red,Rect4,40,32,yellow,Rect5,306,67,blue,31
8551,Rect1,68,18,orange,Rect2,112,38,red,Rect3,110,36,red,Rect4,42,34,yellow,Rect5,302,71,blue,31
8552,Rect1,62,18,orange,Rect2,118,40,red,Rect3,112,30,red,Rect4,48,36,yellow,Rect5,300,73,blue,31
8553,Rect1,60,18,orange,Rect2,116,34,red,Rect3,118,32,red,Rect4,44,30,yellow,Rect5,308,67,blue,31
8554,Rect1,66,18,orange,Rect2,120,34,red,Rect3,114,30,red,Rect4,48,36,yellow,Rect5,300,73,blue,31
8555,Rect1,70,20,orange,Rect2,110,30,red,Rect3,114,38,red,Rect4,50,40,yellow,Rect5,306,71,blue,31
8556,Rect1,62,12,orange,Rect2,110,38,red,Rect3,116,38,red,Rect4,46,30,yellow,Rect5,302,67,blue,31
8557,Rect1,66,12,orange,Rect2,112,32,red,Rect3,110,36,red,Rect4,44,32,yellow,Rect5,304,65,blue,31
8558,Rect1,64,12,orange,Rect2,114,34,red,Rect3,120,30,red,Rect4,46,32,yellow,Rect5,306,65,blue,31
8559,Rect1,66,18,orange,Rect2,112,38,red,Rect3,112,30,red,Rect4,46,34,yellow,Rect5,302,69,blue,31
8560,Rect1,66,22,orange,Rect2,118,38,red,Rect3,116,38,red,Rect4,42,30,yellow,Rect5,310,71,blue,31
8561,Rect1,64,16,orange,Rect2,116,30,red,Rect3,112,38,red,Rect4,42,30,yellow,Rect5,310,73,blue,31
8562,Rect1,62,12,orange,Rect2,118,40,red,Rect3,110,38,red,Rect4,40,30,yellow,Rect5,300,67,blue,31
8563,Rect1,60,18,orange,Rect2,110,36,red,Rect3,114,30,red,Rect4,44,32,yellow,Rect5,304,71,blue,31
8564,Rect1,62,20,orange,Rect2,116,36,red,Rect3,110,36,red,Rect4,50,38,yellow,Rect5,306,75,blue,31
8565,Rect1,66,18,orange,Rect2,116,36,red,Rect3,116,30,red,Rect4,44,34,yellow,Rect5,300,73,blue,31
8566,Rect1,60,12,orange,Rect2,114,34,red,Rect3,110,38,red,Rect4,48,38,yellow,Rect5,304,69,blue,31
8567,Rect1,62,12,orange,Rect2,116,34,red,Rect3,114,38,red,Rect4,42,34,yellow,Rect5,310,69,blue,31
8568,Rect1,62,14,orange,Rect2,112,36,red,Rect3,110,36,red,Rect4,48,32,yellow,Rect5,302,71,blue,31
8569,Rect1,62,16,orange,Rect2,118,32,red,Rect3,110,38,red,Rect4,42,34,yellow,Rect5,310,75,blue,31
8570,Rect1,70,22,orange,Rect2,116,32,red,Rect3,110,36,red,Rect4,46,32,yellow,Rect5,304,69,blue,31
8571,Rect1,62,16,orange,Rect2,110,38,red,Rect3,118,32,red,Rect4,44,34,yellow,Rect5,306,71,blue,31
8572,Rect1,70,14,orange,Rect2,110,40,red,Rect3,110,38,red,Rect4,46,38,yellow,Rect5,302,67,blue,31
8573,Rect1,62,14,orange,Rect2,110,38,red,Rect3,110,38,red,Rect4,44,38,yellow,Rect5,306,73,blue,31
8574,Rect1,60,18,orange,Rect2,116,32,red,Rect3,116,34,red,Rect4,40,38,yellow,Rect5,304,65,blue,31
8575,Rect1,60,16,orange,Rect2,116,36,red,Rect3,110,32,red,Rect4,46,32,yellow,Rect5,308,75,blue,31
8576,Rect1,68,12,orange,Rect2,110,36,red,Rect3,118,32,red,Rect4,48,34,yellow,Rect5,304,65,blue,31
8577,Rect1,64,16,orange,Rect2,110,38,red,Rect3,112,40,red,Rect4,40,38,yellow,Rect5,300,69,blue,31
8578,Rect1,60,18,orange,Rect2,116,40,red,Rect3,116,38,red,Rect4,42,32,yellow,Rect5,308,67,blue,31
8579,Rect1,60,20,orange,Rect2,110,30,red,Rect3,110,30,red,Rect4,44,34,yellow,Rect5,306,75,blue,31
8580,Rect1,70,12,orange,Rect2,112,36,red,Rect3,114,36,red,Rect4,40,36,yellow,Rect5,306,71,blue,31
8581,Rect1,60,18,orange,Rect2,112,30,red,Rect3,116,34,red,Rect4,46,40,yellow,Rect5,306,67,blue,31
8582,Rect1,68,16,orange,Rect2,116,30,red,Rect3,118,36,red,Rect4,42,36,yellow,Rect5,306,71,blue,31
8583,Rect1,64,16,orange,Rect2,116,40,red,Rect3,120,34,red,Rect4,42,38,yellow,Rect5,306,67,blue,31
8584,Rect1,68,20,orange,Rect2,114,34,red,Rect3,110,32,red,Rect4,44,34,yellow,Rect5,306,65,blue,31
8585,Rect1,66,14,orange,Rect2,118,34,red,Rect3,114,38,red,Rect4,42,30,yellow,Rect5,300,71,blue,31
8586,Rect1,66,22,orange,Rect2,118,34,red,Rect3,114,30,red,Rect4,48,38,yellow,Rect5,310,67,blue,31
8587,Rect1,60,14,orange,Rect2,114,34,red,Rect3,114,36,red,Rect4,42,36,yellow,Rect5,310,71,blue,31
8588,Rect1,62,14,orange,Rect2,116,40,red,Rect3,110,32,red,Rect4,44,34,yellow,Rect5,302,69,blue,31
8589,Rect1,60,22,orange,Rect2,114,34,red,Rect3,112,32,red,Rect4,46,32,yellow,Rect5,308,67,blue,31
8590,Rect1,64,16,orange,Rect2,114,34,red,Rect3,114,30,red,Rect4,44,40,yellow,Rect5,302,73,blue,31
8591,Rect1,70,18,orange,Rect2,110,40,red,Rect3,110,32,red,Rect4,42,40,yellow,Rect5,310,69,blue,31
8592,Rect1,64,14,orange,Rect2,116,30,red,Rect3,116,38,red,Rect4,48,34,yellow,Rect5,308,67,blue,31
8593,Rect1,60,12,orange,Rect2,112,36,red,Rect3,112,40,red,Rect4,42,36,yellow,Rect5,306,71,blue,31
8594,Rect1,68,12,orange,Rect2,110,32,red,Rect3,118,38,red,Rect4,44,34,yellow,Rect5,308,67,blue,31
8595,Rect1,64,18,orange,Rect2,114,30,red,Rect3,114,40,red,Rect4,44,32,yellow,Rect5,310,67,blue,31
8596,Rect1,60,18,orange,Rect2,116,34,red,Rect3,110,30,red,Rect4,44,34,yellow,Rect5,306,67,blue,31
8597,Rect1,60,12,orange,Rect2,114,38,red,Rect3,110,38,red,Rect4,48,36,yellow,Rect5,308,71,blue,31
8598,Rect1,68,18,orange,Rect2,114,36,red,Rect3,110,36,red,Rect4,48,32,yellow,Rect5,308,65,blue,31
8599,Rect1,66,16,orange,Rect2,112,38,red,Rect3,114,40,red,Rect4,48,30,yellow,Rect5,302,73,blue,31
8600,Rect1,62,14,orange,Rect2,114,32,red,Rect3,110,40,red,Rect4,48,36,yellow,Rect5,310,75,blue,31
8601,Rect1,68,12,orange,Rect2,116,36,red,Rect3,114,32,red,Rect4,42,32,yellow,Rect5,304,73,blue,31
8602,Rect1,60,12,orange,Rect2,116,32,red,Rect3,114,32,red,Rect4,48,34,yellow,Rect5,300,73,blue,31
8603,Rect1,64,18,orange,Rect2,118,38,red,Rect3,116,30,red,Rect4,46,38,yellow,Rect5,304,75,blue,31
8604,Rect1,64,20,orange,Rect2,118,34,red,Rect3,110,34,red,Rect4,42,34,yellow,Rect5,304,75,blue,31
8605,Rect1,62,22,orange,Rect2,114,32,red,Rect3,112,36,red,Rect4,48,36,yellow,Rect5,300,73,blue,31
8606,Rect1,64,14,orange,Rect2,110,38,red,Rect3,114,38,red,Rect4,40,40,yellow,Rect5,304,67,blue,31
8607,Rect1,68,18,orange,Rect2,110,34,red,Rect3,110,34,red,Rect4,46,38,yellow,Rect5,306,73,blue,31
8608,Rect1,64,16,orange,Rect2,114,34,red,Rect3,116,30,red,Rect4,40,36,yellow,Rect5,300,67,blue,31
8609,Rect1,66,12,orange,Rect2,120,30,red,Rect3,112,36,red,Rect4,48,34,yellow,Rect5,310,65,blue,31
8610,Rect1,70,12,orange,Rect2,110,38,red,Rect3,114,34,red,Rect4,44,32,yellow,Rect5,302,73,blue,31
8611,Rect1,68,16,orange,Rect2,116,30,red,Rect3,120,30,red,Rect4,40,36,yellow,Rect5,306,65,blue,31
8612,Rect1,66,22,orange,Rect2,114,36,red,Rect3,114,36,red,Rect4,48,32,yellow,Rect5,304,69,blue,31
8613,Rect1,62,22,orange,Rect2,112,32,red,Rect3,110,36,red,Rect4,48,36,yellow,Rect5,302,75,blue,31
8614,Rect1,60,20,orange,Rect2,116,32,red,Rect3,110,30,red,Rect4,48,32,yellow,Rect5,300,69,blue,31
8615,Rect1,68,20,orange,Rect2,112,34,red,Rect3,110,38,red,Rect4,44,38,yellow,Rect5,310,71,blue,31
8616,Rect1,66,20,orange,Rect2,118,36,red,Rect3,118,34,red,Rect4,40,34,yellow,Rect5,302,67,blue,31
8617,Rect1,62,12,orange,Rect2,114,32,red,Rect3,110,32,red,Rect4,44,32,yellow,Rect5,304,71,blue,31
8618,Rect1,62,14,orange,Rect2,110,34,red,Rect3,114,34,red,Rect4,50,38,yellow,Rect5,300,69,blue,31
8619,Rect1,70,20,orange,Rect2,116,36,red,Rect3,112,38,red,Rect4,46,36,yellow,Rect5,300,67,blue,31
8620,Rect1,70,20,orange,Rect2,118,36,red,Rect3,110,40,red,Rect4,46,34,yellow,Rect5,308,65,blue,31
8621,Rect1,64,12,orange,Rect2,116,32,red,Rect3,112,36,red,Rect4,48,30,yellow,Rect5,302,73,blue,31
8622,Rect1,62,16,orange,Rect2,114,38,red,Rect3,118,30,red,Rect4,40,34,yellow,Rect5,300,69,blue,31
8623,Rect1,60,18,orange,Rect2,118,40,red,Rect3,114,32,red,Rect4,42,38,yellow,Rect5,310,71,blue,31
8624,Rect1,62,20,orange,Rect2,110,36,red,Rect3,110,40,red,Rect4,44,30,yellow,Rect5,300,69,blue,31
8625,Rect1,62,20,orange,Rect2,112,38,red,Rect3,120,34,red,Rect4,40,36,yellow,Rect5,306,75,blue,31
8626,Rect1,66,20,orange,Rect2,116,36,red,Rect3,110,30,red,Rect4,42,32,yellow,Rect5,300,73,blue,31
8627,Rect1,64,20,orange,Rect2,112,36,red,Rect3,118,34,red,Rect4,40,36,yellow,Rect5,304,67,blue,31
8628,Rect1,64,18,orange,Rect2,116,34,red,Rect3,110,36,red,Rect4,48,32,yellow,Rect5,306,75,blue,31
8629,Rect1,70,18,orange,Rect2,118,30,red,Rect3,120,40,red,Rect4,46,36,yellow,Rect5,300,71,blue,31
8630,Rect1,66,20,orange,Rect2,114,30,red,Rect3,118,36,red,Rect4,40,34,yellow,Rect5,304,69,blue,31
8631,Rect1,68,20,orange,Rect2,118,36,red,Rect3,118,32,red,Rect4,46,32,yellow,Rect5,304,73,blue,31
8632,Rect1,66,16,orange,Rect2,112,38,red,Rect3,110,32,red,Rect4,44,34,yellow,Rect5,306,69,blue,31
8633,Rect1,60,22,orange,Rect2,110,34,red,Rect3,118,34,red,Rect4,48,36,yellow,Rect5,306,65,blue,31
8634,Rect1,68,14,orange,Rect2,110,32,red,Rect3,110,30,red,Rect4,40,38,yellow,Rect5,306,73,blue,31
8635,Rect1,68,12,orange,Rect2,112,30,red,Rect3,110,30,red,Rect4,50,34,yellow,Rect5,300,67,blue,31
8636,Rect1,70,18,orange,Rect2,112,38,red,Rect3,118,38,red,Rect4,44,30,yellow,Rect5,306,65,blue,31
8637,Rect1,64,14,orange,Rect2,116,34,red,Rect3,112,36,red,Rect4,46,40,yellow,Rect5,300,71,blue,31
8638,Rect1,66,14,orange,Rect2,112,30,red,Rect3,112,38,red,Rect4,42,30,yellow,Rect5,308,65,blue,31
8639,Rect1,70,18,orange,Rect2,118,38,red,Rect3,116,30,red,Rect4,40,38,yellow,Rect5,304,65,blue,31
8640,Rect1,68,14,orange,Rect2,110,32,red,Rect3,110,32,red,Rect4,48,34,yellow,Rect5,308,67,blue,31
8641,Rect1,66,14,orange,Rect2,116,30,red,Rect3,114,38,red,Rect4,46,34,yellow,Rect5,302,71,blue,31
8642,Rect1,64,20,orange,Rect2,112,36,red,Rect3,114,30,red,Rect4,42,34,yellow,Rect5,302,71,blue,31
8643,Rect1,70,18,orange,Rect2,112,34,red,Rect3,120,36,red,Rect4,42,32,yellow,Rect5,304,71,blue,31
8644,Rect1,60,12,orange,Rect2,114,32,red,Rect3,118,38,red,Rect4,40,38,yellow,Rect5,304,65,blue,31
8645,Rect1,68,18,orange,Rect2,112,30,red,Rect3,114,34,red,Rect4,48,30,yellow,Rect5,304,71,blue,31
8646,Rect1,68,12,orange,Rect2,112,38,red,Rect3,112,30,red,Rect4,40,38,yellow,Rect5,304,71,blue,31
8647,Rect1,68,20,orange,Rect2,118,38,red,Rect3,116,30,red,Rect4,48,34,yellow,Rect5,302,73,blue,31
8648,Rect1,66,16,orange,Rect2,116,32,red,Rect3,118,30,red,Rect4,48,36,yellow,Rect5,310,71,blue,31
8649,Rect1,62,16,orange,Rect2,112,38,red,Rect3,118,40,red,Rect4,46,34,yellow,Rect5,304,65,blue,31
8650,Rect1,66,20,orange,Rect2,116,30,red,Rect3,118,38,red,Rect4,48,32,yellow,Rect5,300,73,blue,31
8651,Rect1,60,16,orange,Rect2,114,36,red,Rect3,120,38,red,Rect4,42,38,yellow,Rect5,302,67,blue,31
8652,Rect1,62,18,orange,Rect2,110,32,red,Rect3,114,36,red,Rect4,44,40,yellow,Rect5,306,73,blue,31
8653,Rect1,62,14,orange,Rect2,116,36,red,Rect3,116,36,red,Rect4,40,36,yellow,Rect5,308,73,blue,31
8654,Rect1,70,18,orange,Rect2,110,40,red,Rect3,114,30,red,Rect4,48,32,yellow,Rect5,310,65,blue,31
8655,Rect1,62,14,orange,Rect2,116,34,red,Rect3,110,36,red,Rect4,42,32,yellow,Rect5,310,67,blue,31
8656,Rect1,66,20,orange,Rect2,110,34,red,Rect3,118,30,red,Rect4,44,30,yellow,Rect5,300,75,blue,31
8657,Rect1,70,14,orange,Rect2,112,34,red,Rect3,112,40,red,Rect4,42,32,yellow,Rect5,302,73,blue,31
8658,Rect1,64,18,orange,Rect2,118,38,red,Rect3,118,34,red,Rect4,42,34,yellow,Rect5,302,67,blue,31
8659,Rect1,62,20,orange,Rect2,114,36,red,Rect3,110,40,red,Rect4,46,32,yellow,Rect5,306,69,blue,31
8660,Rect1,68,14,orange,Rect2,118,30,red,Rect3,114,30,red,Rect4,46,38,yellow,Rect5,304,69,blue,31
8661,Rect1,62,16,orange,Rect2,116,38,red,Rect3,114,30,red,Rect4,42,30,yellow,Rect5,304,73,blue,31
8662,Rect1,70,14,orange,Rect2,116,32,red,Rect3,116,36,red,Rect4,46,34,yellow,Rect5,308,69,blue,31
8663,Rect1,66,18,orange,Rect2,112,38,red,Rect3,118,38,red,Rect4,44,40,yellow,Rect5,308,73,blue,31
8664,Rect1,66,14,orange,Rect2,112,34,red,Rect3,112,36,red,Rect4,40,36,yellow,Rect5,300,73,blue,31
8665,Rect1,70,14,orange,Rect2,118,32,red,Rect3,116,34,red,Rect4,48,32,yellow,Rect5,310,67,blue,31
8666,Rect1,62,18,orange,Rect2,118,40,red,Rect3,120,34,red,Rect4,46,32,yellow,Rect5,310,73,blue,31
8667,Rect1,60,16,orange,Rect2,112,34,red,Rect3,120,36,red,Rect4,50,40,yellow,Rect5,302,65,blue,31
8668,Rect1,62,16,orange,Rect2,116,36,red,Rect3,110,32,red,Rect4,40,32,yellow,Rect5,306,71,blue,31
8669,Rect1,62,22,orange,Rect2,116,38,red,Rect3,112,36,red,Rect4,42,30,yellow,Rect5,306,65,blue,31
8670,Rect1,62,20,orange,Rect2,118,36,red,Rect3,112,30,red,Rect4,46,30,yellow,Rect5,306,75,blue,31
8671,Rect1,60,20,orange,Rect2,118,34,red,Rect3,110,36,red,Rect4,48,38,yellow,Rect5,302,71,blue,31
8672,Rect1,64,18,orange,Rect2,114,36,red,Rect3,120,36,red,Rect4,46,32,yellow,Rect5,304,71,blue,31
8673,Rect1,62,16,orange,Rect2,120,34,red,Rect3,116,34,red,Rect4,44,32,yellow,Rect5,300,71,blue,31
8674,Rect1,68,14,orange,Rect2,112,30,red,Rect3,120,36,red,Rect4,44,30,yellow,Rect5,308,65,blue,31
8675,Rect1,60,12,orange,Rect2,114,30,red,Rect3,114,32,red,Rect4,42,30,yellow,Rect5,306,73,blue,31
8676,Rect1,60,14,orange,Rect2,114,40,red,Rect3,114,34,red,Rect4,48,38,yellow,Rect5,308,73,blue,31
8677,Rect1,62,14,orange,Rect2,112,40,red,Rect3,116,32,red,Rect4,44,32,yellow,Rect5,306,65,blue,31
8678,Rect1,60,18,orange,Rect2,114,38,red,Rect3,112,30,red,Rect4,44,34,yellow,Rect5,300,69,blue,31
8679,Rect1,70,14,orange,Rect2,118,38,red,Rect3,114,32,red,Rect4,44,30,yellow,Rect5,302,65,blue,31
8680,Rect1,60,14,orange,Rect2,112,36,red,Rect3,118,38,red,Rect4,46,38,yellow,Rect5,304,75,blue,31
8681,Rect1,62,14,orange,Rect2,118,34,red,Rect3,114,30,red,Rect4,50,30,yellow,Rect5,302,65,blue,31
8682,Rect1,60,14,orange,Rect2,114,30,red,Rect3,114,40,red,Rect4,40,30,yellow,Rect5,304,73,blue,31
8683,Rect1,70,14,orange,Rect2,112,32,red,Rect3,116,38,red,Rect4,48,32,yellow,Rect5,304,75,blue,31
8684,Rect1,62,22,orange,Rect2,116,34,red,Rect3,116,30,red,Rect4,42,32,yellow,Rect5,302,71,blue,31
8685,Rect1,60,14,orange,Rect2,118,36,red,Rect3,116,40,red,Rect4,50,38,yellow,Rect5,310,71,blue,31
8686,Rect1,68,16,orange,Rect2,112,36,red,Rect3,116,36,red,Rect4,44,36,yellow,Rect5,306,73,blue,31
8687,Rect1,64,16,orange,Rect2,110,34,red,Rect3,110,32,red,Rect4,40,36,yellow,Rect5,310,73,blue,31
8688,Rect1,68,12,orange,Rect2,110,30,red,Rect3,114,34,red,Rect4,50,38,yellow,Rect5,310,69,blue,31
8689,Rect1,68,20,orange,Rect2,118,30,red,Rect3,116,36,red,Rect4,40,30,yellow,Rect5,308,67,blue,31
8690,Rect1,64,16,orange,Rect2,114,38,red,Rect3,120,38,red,Rect4,40,38,yellow,Rect5,300,73,blue,31
8691,Rect1,66,20,orange,Rect2,112,36,red,Rect3,118,40,red,Rect4,44,36,yellow,Rect5,304,69,blue,31
8692,Rect1,70,18,orange,Rect2,110,30,red,Rect3,120,40,red,Rect4,44,30,yellow,Rect5,300,65,blue,31
8693,Rect1,66,20,orange,Rect2,110,32,red,Rect3,120,36,red,Rect4,40,30,yellow,Rect5,300,69,blue,31
8694,Rect1,64,20,orange,Rect2,110,32,red,Rect3,114,34,red,Rect4,48,36,yellow,Rect5,308,75,blue,31
8695,Rect1,60,20,orange,Rect2,112,30,red,Rect3,114,36,red,Rect4,44,36,yellow,Rect5,310,71,blue,31
8696,Rect1,70,18,orange,Rect2,114,40,red,Rect3,112,34,red,Rect4,50,38,yellow,Rect5,302,67,blue,31
8697,Rect1,62,22,orange,Rect2,110,38,red,Rect3,118,38,red,Rect4,42,30,yellow,Rect5,306,65,blue,31
8698,Rect1,68,20,orange,Rect2,118,30,red,Rect3,112,30,red,Rect4,44,40,yellow,Rect5,300,71,blue,31
8699,Rect1,66,12,orange,Rect2,118,36,red,Rect3,118,40,red,Rect4,40,38,yellow,Rect5,308,65,blue,31
8700,Rect1,64,16,orange,Rect2,114,38,red,Rect3,110,32,red,Rect4,44,34,yellow,Rect5,306,67,blue,31
8701,Rect1,66,20,orange,Rect2,110,34,red,Rect3,118,32,red,Rect4,42,36,yellow,Rect5,302,71,blue,31
8702,Rect1,62,18,orange,Rect2,110,38,red,Rect3,118,38,red,Rect4,48,34,yellow,Rect5,302,71,blue,31
8703,Rect1,68,20,orange,Rect2,114,36,red,Rect3,116,36,red,Rect4,46,32,yellow,Rect5,300,65,blue,31
8704,Rect1,66,12,orange,Rect2,112,36,red,Rect3,110,30,red,Rect4,46,36,yellow,Rect5,308,65,blue,31
8705,Rect1,60,14,orange,Rect2,120,34,red,Rect3,110,40,red,Rect4,48,32,yellow,Rect5,300,75,blue,31
8706,Rect1,60,12,orange,Rect2,118,38,red,Rect3,112,38,red,Rect4,44,36,yellow,Rect5,308,75,blue,31
8707,Rect1,62,12,orange,Rect2,118,40,red,Rect3,110,34,red,Rect4,44,36,yellow,Rect5,304,67,blue,31
8708,Rect1,66,12,orange,Rect2,112,30,red,Rect3,116,30,red,Rect4,50,32,yellow,Rect5,308,75,blue,31
8709,Rect1,68,12,orange,Rect2,116,36,red,Rect3,112,32,red,Rect4,48,40,yellow,Rect5,306,71,blue,31
8710,Rect1,64,20,orange,Rect2,116,40,red,Rect3,114,40,red,Rect4,46,32,yellow,Rect5,302,65,blue,31
8711,Rect1,62,22,orange,Rect2,116,36,red,Rect3,112,38,red,Rect4,44,36,yellow,Rect5,310,67,blue,31
8712,Rect1,68,16,orange,Rect2,116,30,red,Rect3,112,40,red,Rect4,40,32,yellow,Rect5,302,73,blue,31
8713,Rect1,66,22,orange,Rect2,112,30,red,Rect3,118,32,red,Rect4,48,34,yellow,Rect5,302,75,blue,31
8714,Rect1,64,16,orange,Rect2,118,36,red,Rect3,118,36,red,Rect4,40,38,yellow,Rect5,302,65,blue,31
8715,Rect1,62,18,orange,Rect2,112,38,red,Rect3,120,36,red,Rect4,44,38,yellow,Rect5,308,69,blue,31
8716,Rect1,66,18,orange,Rect2,118,38,red,Rect3,112,40,red,Rect4,44,38,yellow,Rect5,300,67,blue,31
8717,Rect1,68,16,orange,Rect2,120,36,red,Rect3,118,32,red,Rect4,46,34,yellow,Rect5,302,75,blue,31
8718,Rect1,60,20,orange,Rect2,120,32,red,Rect3,114,32,red,Rect4,48,38,yellow,Rect5,304,71,blue,31
8719,Rect1,70,16,orange,Rect2,116,40,red,Rect3,120,38,red,Rect4,48,40,yellow,Rect5,308,67,blue,31
8720,Rect1,62,16,orange,Rect2,118,32,red,Rect3,110,36,red,Rect4,42,40,yellow,Rect5,304,73,blue,31
8721,Rect1,66,12,orange,Rect2,112,30,red,Rect3,116,38,red,Rect4,44,38,yellow,Rect5,300,69,blue,31
8722,Rect1,68,20,orange,Rect2,114,38,red,Rect3,110,34,red,Rect4,50,34,yellow,Rect5,300,73,blue,31
8723,Rect1,70,14,orange,Rect2,116,38,red,Rect3,118,34,red,Rect4,46,38,yellow,Rect5,300,67,blue,31
8724,Rect1,64,16,orange,Rect2,114,32,red,Rect3,116,34,red,Rect4,48,32,yellow,Rect5,300,71,blue,31
8725,Rect1,64,16,orange,Rect2,112,30,red,Rect3,112,34,red,Rect4,48,40,yellow,Rect5,300,65,blue,31
8726,Rect1,68,20,orange,Rect2,110,34,red,Rect3,120,32,red,Rect4,46,30,yellow,Rect5,302,69,blue,31
8727,Rect1,66,12,orange,Rect2,116,30,red,Rect3,112,34,red,Rect4,46,34,yellow,Rect5,310,65,blue,31
8728,Rect1,60,22,orange,Rect2,114,38,red,Rect3,116,30,red,Rect4,44,36,yellow,Rect5,308,69,blue,31
8729,Rect1,66,20,orange,Rect2,116,40,red,Rect3,114,30,red,Rect4,40,36,yellow,Rect5,302,75,blue,31
8730,Rect1,66,16,orange,Rect2,112,38,red,Rect3,110,38,red,Rect4,44,40,yellow,Rect5,300,69,blue,31
8731,Rect1,66,16,orange,Rect2,114,36,red,Rect3,114,36,red,Rect4,48,32,yellow,Rect5,306,69,blue,31
8732,Rect1,66,18,orange,Rect2,116,36,red,Rect3,116,38,red,Rect4,48,30,yellow,Rect5,302,65,blue,31
8733,Rect1,62,16,orange,Rect2,116,34,red,Rect3,112,36,red,Rect4,46,32,yellow,Rect5,302,67,blue,31
8734,Rect1,68,16,orange,Rect2,110,32,red,Rect3,116,38,red,Rect4,42,32,yellow,Rect5,300,65,blue,31
8735,Rect1,62,18,orange,Rect2,114,34,red,Rect3,114,32,red,Rect4,48,36,yellow,Rect5,306,67,blue,31
8736,Rect1,60,12,orange,Rect2,120,34,red,Rect3,118,40,red,Rect4,42,32,yellow,Rect5,304,67,blue,31
8737,Rect1,68,14,orange,Rect2,116,30,red,Rect3,112,30,red,Rect4,46,32,yellow,Rect5,308,71,blue,31
8738,Rect1,66,18,orange,Rect2,120,38,red,Rect3,114,30,red,Rect4,50,30,yellow,Rect5,306,71,blue,31
8739,Rect1,68,12,orange,Rect2,112,36,red,Rect3,118,36,red,Rect4,50,38,yellow,Rect5,302,69,blue,31
